Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DHI Units,DNI Units,GHI Units,Temperature Units,Wind Speed Units
NSRDB,20013,Jodhpur,Rajasthan,India,26.35,73.05,5.5,0,5.5,w/m2,w/m2,w/m2,c,m/s
,,,,,,,,,,,,,,
Hour,GHI,DHI,Temperature,Wind Speed,,,,,,,,,,
3623,0,0,36,0.4,,,,,,,,,,
3624,0,0,36,0.4,,,,,,,,,,
3625,0,0,35,0.4,,,,,,,,,,
3626,0,0,34,0.4,,,,,,,,,,
3627,0,0,33,0.4,,,,,,,,,,
3628,0,0,33,0.4,,,,,,,,,,
3629,0,0,32,0.4,,,,,,,,,,
3630,0,0,31,0.3,,,,,,,,,,
3631,58,54,33,0.3,,,,,,,,,,
3632,253,154,36,0.3,,,,,,,,,,
3633,462,195,39,0.3,,,,,,,,,,
3634,655,218,42,0.3,,,,,,,,,,
3635,815,244,44,0.3,,,,,,,,,,
3636,913,262,46,0.3,,,,,,,,,,
3637,959,265,47,0.3,,,,,,,,,,
3638,928,257,47,0.3,,,,,,,,,,
3639,839,247,47,0.3,,,,,,,,,,
3640,684,228,46,0.3,,,,,,,,,,
3641,499,204,45,0.3,,,,,,,,,,
3642,286,169,43,0.2,,,,,,,,,,
3643,88,78,41,0.2,,,,,,,,,,
3644,0,0,39,0.2,,,,,,,,,,
3645,0,0,38,0.3,,,,,,,,,,
3646,0,0,37,0.3,,,,,,,,,,
3647,0,0,37,0.4,,,,,,,,,,
3648,0,0,36,0.4,,,,,,,,,,
3649,0,0,35,0.4,,,,,,,,,,
3650,0,0,34,0.4,,,,,,,,,,
3651,0,0,34,0.5,,,,,,,,,,
3652,0,0,33,0.5,,,,,,,,,,
3653,0,0,32,0.5,,,,,,,,,,
3654,0,0,32,0.5,,,,,,,,,,
3655,62,57,33,0.4,,,,,,,,,,
3656,248,156,35,0.4,,,,,,,,,,
3657,462,195,38,0.4,,,,,,,,,,
3658,665,240,41,0.4,,,,,,,,,,
3659,822,263,43,0.3,,,,,,,,,,
3660,925,277,45,0.3,,,,,,,,,,
3661,952,269,46,0.3,,,,,,,,,,
3662,939,279,47,0.3,,,,,,,,,,
3663,849,267,47,0.3,,,,,,,,,,
3664,684,227,46,0.2,,,,,,,,,,
3665,500,203,44,0.2,,,,,,,,,,
3666,288,170,42,0.2,,,,,,,,,,
3667,85,76,40,0.2,,,,,,,,,,
3668,0,0,39,0.2,,,,,,,,,,
3669,0,0,38,0.3,,,,,,,,,,
3670,0,0,38,0.3,,,,,,,,,,
3671,0,0,37,0.4,,,,,,,,,,
3672,0,0,36,0.4,,,,,,,,,,
3673,0,0,35,0.4,,,,,,,,,,
3674,0,0,34,0.4,,,,,,,,,,
3675,0,0,34,0.4,,,,,,,,,,
3676,0,0,33,0.4,,,,,,,,,,
3677,0,0,32,0.3,,,,,,,,,,
3678,0,0,32,0.3,,,,,,,,,,
3679,54,52,34,0.3,,,,,,,,,,
3680,253,154,36,0.3,,,,,,,,,,
3681,462,195,39,0.4,,,,,,,,,,
3682,665,239,42,0.3,,,,,,,,,,
3683,821,263,44,0.3,,,,,,,,,,
3684,924,276,46,0.3,,,,,,,,,,
3685,964,282,47,0.3,,,,,,,,,,
3686,938,278,47,0.3,,,,,,,,,,
3687,835,260,47,0.3,,,,,,,,,,
3688,679,234,46,0.3,,,,,,,,,,
3689,495,242,45,0.3,,,,,,,,,,
3690,160,150,43,0.2,,,,,,,,,,
3691,18,18,41,0.2,,,,,,,,,,
3692,0,0,40,0.2,,,,,,,,,,
3693,0,0,39,0.2,,,,,,,,,,
3694,0,0,39,0.3,,,,,,,,,,
3695,0,0,38,0.3,,,,,,,,,,
3696,0,0,37,0.4,,,,,,,,,,
3697,0,0,36,0.4,,,,,,,,,,
3698,0,0,36,0.4,,,,,,,,,,
3699,0,0,35,0.4,,,,,,,,,,
3700,0,0,34,0.3,,,,,,,,,,
3701,0,0,33,0.3,,,,,,,,,,
3702,0,0,33,0.3,,,,,,,,,,
3703,54,52,34,0.2,,,,,,,,,,
3704,237,158,38,0.2,,,,,,,,,,
3705,455,206,41,0.2,,,,,,,,,,
3706,644,228,45,0.2,,,,,,,,,,
3707,803,265,47,0.2,,,,,,,,,,
3708,912,261,49,0.2,,,,,,,,,,
3709,953,269,50,0.2,,,,,,,,,,
3710,946,280,50,0.3,,,,,,,,,,
3711,857,269,50,0.3,,,,,,,,,,
3712,709,247,48,0.3,,,,,,,,,,
3713,469,252,47,0.3,,,,,,,,,,
3714,248,184,45,0.3,,,,,,,,,,
3715,78,73,42,0.3,,,,,,,,,,
3716,0,0,41,0.3,,,,,,,,,,
3717,0,0,39,0.4,,,,,,,,,,
3718,0,0,38,0.5,,,,,,,,,,
3719,0,0,36,0.5,,,,,,,,,,
3720,0,0,35,0.6,,,,,,,,,,
3721,0,0,34,0.6,,,,,,,,,,
3722,0,0,33,0.5,,,,,,,,,,
3723,0,0,33,0.5,,,,,,,,,,
3724,0,0,32,0.4,,,,,,,,,,
3725,0,0,31,0.4,,,,,,,,,,
3726,0,0,31,0.4,,,,,,,,,,
3727,55,53,32,0.4,,,,,,,,,,
3728,243,157,35,0.4,,,,,,,,,,
3729,460,197,38,0.4,,,,,,,,,,
3730,662,239,41,0.4,,,,,,,,,,
3731,818,262,44,0.4,,,,,,,,,,
3732,921,276,46,0.4,,,,,,,,,,
3733,938,300,47,0.4,,,,,,,,,,
3734,937,278,47,0.5,,,,,,,,,,
3735,849,267,47,0.5,,,,,,,,,,
3736,704,246,46,0.5,,,,,,,,,,
3737,516,213,45,0.5,,,,,,,,,,
3738,293,171,43,0.5,,,,,,,,,,
3739,93,81,41,0.5,,,,,,,,,,
3740,0,0,40,0.5,,,,,,,,,,
3741,0,0,39,0.5,,,,,,,,,,
3742,0,0,38,0.6,,,,,,,,,,
3743,0,0,37,0.6,,,,,,,,,,
3744,0,0,35,0.6,,,,,,,,,,
3745,0,0,34,0.6,,,,,,,,,,
3746,0,0,33,0.6,,,,,,,,,,
3747,0,0,32,0.5,,,,,,,,,,
3748,0,0,31,0.5,,,,,,,,,,
3749,0,0,31,0.5,,,,,,,,,,
3750,0,0,30,0.4,,,,,,,,,,
3751,55,53,32,0.4,,,,,,,,,,
3752,248,155,34,0.4,,,,,,,,,,
3753,462,195,37,0.4,,,,,,,,,,
3754,667,240,41,0.4,,,,,,,,,,
3755,823,263,44,0.4,,,,,,,,,,
3756,926,277,46,0.4,,,,,,,,,,
3757,953,269,48,0.4,,,,,,,,,,
3758,941,279,48,0.4,,,,,,,,,,
3759,851,267,48,0.4,,,,,,,,,,
3760,705,246,47,0.4,,,,,,,,,,
3761,506,203,45,0.4,,,,,,,,,,
3762,288,173,43,0.4,,,,,,,,,,
3763,90,80,41,0.4,,,,,,,,,,
3764,0,0,40,0.5,,,,,,,,,,
3765,0,0,39,0.5,,,,,,,,,,
3766,0,0,37,0.6,,,,,,,,,,
3767,0,0,36,0.6,,,,,,,,,,
3768,0,0,35,0.6,,,,,,,,,,
3769,0,0,34,0.6,,,,,,,,,,
3770,0,0,33,0.5,,,,,,,,,,
3771,0,0,32,0.5,,,,,,,,,,
3772,0,0,32,0.5,,,,,,,,,,
3773,0,0,31,0.4,,,,,,,,,,
3774,0,0,31,0.4,,,,,,,,,,
3775,63,57,32,0.4,,,,,,,,,,
3776,248,155,34,0.4,,,,,,,,,,
3777,460,197,37,0.4,,,,,,,,,,
3778,667,240,40,0.4,,,,,,,,,,
3779,823,263,43,0.3,,,,,,,,,,
3780,926,277,45,0.3,,,,,,,,,,
3781,947,282,47,0.3,,,,,,,,,,
3782,939,278,47,0.3,,,,,,,,,,
3783,849,266,47,0.3,,,,,,,,,,
3784,702,245,46,0.3,,,,,,,,,,
3785,514,212,44,0.4,,,,,,,,,,
3786,296,172,41,0.4,,,,,,,,,,
3787,87,78,39,0.5,,,,,,,,,,
3788,0,0,37,0.5,,,,,,,,,,
3789,0,0,36,0.5,,,,,,,,,,
3790,0,0,35,0.5,,,,,,,,,,
3791,0,0,34,0.5,,,,,,,,,,
3792,0,0,33,0.5,,,,,,,,,,
3793,0,0,33,0.5,,,,,,,,,,
3794,0,0,32,0.5,,,,,,,,,,
3795,0,0,31,0.5,,,,,,,,,,
3796,0,0,31,0.4,,,,,,,,,,
3797,0,0,31,0.4,,,,,,,,,,
3798,0,0,30,0.3,,,,,,,,,,
3799,55,53,31,0.3,,,,,,,,,,
3800,253,154,32,0.3,,,,,,,,,,
3801,454,195,34,0.2,,,,,,,,,,
3802,659,238,37,0.2,,,,,,,,,,
3803,814,261,39,0.2,,,,,,,,,,
3804,917,275,42,0.2,,,,,,,,,,
3805,957,280,44,0.2,,,,,,,,,,
3806,932,277,45,0.2,,,,,,,,,,
3807,844,265,45,0.2,,,,,,,,,,
3808,699,244,44,0.1,,,,,,,,,,
3809,514,212,43,0.1,,,,,,,,,,
3810,297,171,41,0.2,,,,,,,,,,
3811,88,78,39,0.2,,,,,,,,,,
3812,0,0,38,0.3,,,,,,,,,,
3813,0,0,37,0.4,,,,,,,,,,
3814,0,0,36,0.5,,,,,,,,,,
3815,0,0,35,0.5,,,,,,,,,,
3816,0,0,34,0.5,,,,,,,,,,
3817,0,0,33,0.5,,,,,,,,,,
3818,0,0,32,0.5,,,,,,,,,,
3819,0,0,32,0.4,,,,,,,,,,
3820,0,0,31,0.4,,,,,,,,,,
3821,0,0,31,0.4,,,,,,,,,,
3822,0,0,31,0.4,,,,,,,,,,
3823,67,60,32,0.4,,,,,,,,,,
3824,242,156,34,0.5,,,,,,,,,,
3825,459,196,36,0.4,,,,,,,,,,
3826,657,237,38,0.4,,,,,,,,,,
3827,812,260,41,0.4,,,,,,,,,,
3828,914,274,42,0.3,,,,,,,,,,
3829,955,279,43,0.3,,,,,,,,,,
3830,929,276,43,0.3,,,,,,,,,,
3831,840,264,43,0.2,,,,,,,,,,
3832,649,289,42,0.2,,,,,,,,,,
3833,89,89,40,0.2,,,,,,,,,,
3834,63,63,37,0.3,,,,,,,,,,
3835,19,19,36,0.3,,,,,,,,,,
3836,0,0,35,0.3,,,,,,,,,,
3837,0,0,34,0.3,,,,,,,,,,
3838,0,0,34,0.4,,,,,,,,,,
3839,0,0,33,0.4,,,,,,,,,,
3840,0,0,32,0.5,,,,,,,,,,
3841,0,0,31,0.5,,,,,,,,,,
3842,0,0,31,0.5,,,,,,,,,,
3843,0,0,30,0.5,,,,,,,,,,
